review_title,review_body,review_rating
Works Great,Love the echo dot! Wish I would have bought two on Amazon Prime day!!!,5.0 out of 5 stars
Disappointed in Customer Service,"The Echo Dot keeps getting an error when playing music. Repeats over and over, this is the last song starting over, during play of the song. I called customer support and the rep advised it was a bug and for me to notify Amazon and keep an eye out for updates. I then tried to get a replacement and was emailed to try to remove device and add back. I did this and it didn't work. I then went to try to return but I am out of time. Very disappointment in the customer service.",1.0 out of 5 stars
AWAEOME DEVICE,"Very helpful device from instant math equations, baking recipes,sports,news, amazon reorders, neat device to have and the best part at a 30$ price point you can’t beat it !!!",5.0 out of 5 stars
Works Great...,"...for bedside music and news. Really nice paired to a Bluetooth speaker!
IMPORTANT PANDORA ADVICE: if you say ""Alexa, play Pandora"" she will ask you ""What do you want to hear."" - basically asking for a station you have on Pandora. BUT if you want to play your chosen 'Shuffle' selections, you MUST ask exactly this way: ""Alexa, ask Pandora to play my shuffle station."" -- a little known secret that works! ""You're welcome."" in advance. ;-)",5.0 out of 5 stars
Fun,Super fun!!,5.0 out of 5 stars
Love it for weather,We absolutely love our echo and find it extremely useful for weather and asking questions,5.0 out of 5 stars
One Star,Was disappointed that it does not link tour main device.,1.0 out of 5 stars
Entertaining listening,"It took a little to set up but has performed as expected. We use it off our Pandora play list for music, ask it for time and alarm, and the weather. Which is all we needed.",5.0 out of 5 stars
My Echo on my nightstand is my alarm clock and my security during the night,I have woken up many times during the night and because I can't see the alarm clock! Now I just ask Alexa what time it is! Love the many features that my Echo does!,5.0 out of 5 stars
alexa...you're handy!,Easy way to have alexa always at the ready to serve.,5.0 out of 5 stars
very good product.,Very good product to use. We liked it.,5.0 out of 5 stars
Can not sink,Follow all instruction will not connect to my wifi,1.0 out of 5 stars
Sounds good even in a larger space.,Works beautifully; complements my Echo & Echo Show nicely.,5.0 out of 5 stars
All good,Use for inside and outside areas.,5.0 out of 5 stars
nice!,gift for a friend. she will love it!,5.0 out of 5 stars
Like the music.,Great product,5.0 out of 5 stars
Volume didn’t satisfy my expectations,"i’m a bit disappointed, i have been looking for a bluetooth speaker and I was really looking forward when purchasing the amazon echo dot and when i received it I was playing music and the volume wasn’t the greatest i wished it could go higher and volume. I love the alexa and everything about it but the volume on the echo dot didn’t satisfy my expectations. I think that now so many people are looking for a bluetooth speaker that has an option of a higher volume and this isn’t a good option.",3.0 out of 5 stars
Five Stars,Gave this as a gift.,5.0 out of 5 stars
Sleep aid!,"I have been using my Echo in my bedroom as a sleep aid. When I am ready for bed I have it play sounds of the forest, surf, a brook, etc for 20 minutes. I am usually asleep before the sounds end. I understand the internet connection but had many difficult hours of trying to hook up the dot. I had it unplugged for several days & then decided to give it another try. Have no idea how, but it was finally connected & I have been enjoying since.",4.0 out of 5 stars
Great to have,My daughter loves it!,5.0 out of 5 stars
Great product,I love it,5.0 out of 5 stars
New use,"I purchased this for my sister in law who is 92 She moved into assisted living and could not get her radio to work due to the steel construction of the building.and she had for years tuned our local radio station to her the news
The Echo dot was able to pickup the station over the internet so her daily radio station was once again part of her life",5.0 out of 5 stars
awesome,worth every penny. it was a pain to setup for some strange reason but totally worth it!,5.0 out of 5 stars
Good investment,"Still learning different what all I can do. Kids love it, they use it for spelling words. Very happy that I purchased it and well worth the cost.",5.0 out of 5 stars
"Easy to set up, easy to use.","I'm still learning how to best use the Echo. Right now I check weather, ask simple questions and request music (purchased an external speaker).",5.0 out of 5 stars
Fun,Mainly to listen to music,4.0 out of 5 stars
MY NEW BEST FRIEND,"I LOVE ALEXA!!!!! This little gadget is the best thing ever. I didn't think I would enjoy it, but I was so wrong. GOOD JOB!!!",5.0 out of 5 stars
Great tool!,It has been very helpful but has lots of potential that we have yet to learn!,5.0 out of 5 stars
Echo Dot,"I love my echo dot. Just don't have it in a room where there is a tv on because it will start talking.
Also, for some reason it doesn't give me the information I ask for. For example I will ask for today's horoscope
by Susan Miller for Virgo and she answers the horoscope for today by Elle Twin Sisters is. I usually have to have
it 3-4 times before I get what I actually asked for. She does that for songs as well. Haven't figured out how to fix that.",4.0 out of 5 stars
Si quieres tener tu propio micro Terminator a tus órdenes debes tener un Echo Dot...,El Echo Dot es tremendo equipo de tecnología moderna. Muy bueno para hacerte la vida más fácil en el Hogar o lugar de trabajo.,5.0 out of 5 stars
You don’t own an Alexa yet?,"I love Alexa. The dot portability it’s great, I usually use it for my bathrooms, because I have Alexa everywhere. The Echo has a much better sound quality, but the dot it’s not bad.",5.0 out of 5 stars
Both Homes Have One,Work great.... This is the second one that I have bought. I use it in my AZ Home. I like it so much that I bought the second one for mr my summer home in ID.,5.0 out of 5 stars
"Many, many unimaginable uses.",Use this product to communicate with family members throughout the home and property. Many other uses.,5.0 out of 5 stars
A MUST FOR THE PHYSICALLY DISABLED,"I am a quadriplegic. I have little use of my arms and no use of my hands or fingers. This wonderful device gives me the abilities often taken for granted such as dialing a call out, changing TV channels, checking email and controlling lights. Thank you AMAZON.",5.0 out of 5 stars
We love Alexa,We love alexa,5.0 out of 5 stars
easy,"great item, easy install!",5.0 out of 5 stars
rGreat foe elderly,Got for mom. Her being able to turn on lights without getting up is worth the device.,4.0 out of 5 stars
works great,"use it for my alarm in the morning, works great",5.0 out of 5 stars
Why did I wait to buy!!,Absolutely fantastic! I use it with sirius xm in my Kitchen and it is great. All the channels I want to hear,5.0 out of 5 stars
awsome,"This is a great product, will by another in the near future.",5.0 out of 5 stars
Easy to set up and use,Everyone needs one in there home!,5.0 out of 5 stars
Convenient,"The set up wasn’t too complicated, and it’s so easy and convenient. Alexa has very little trouble recognizing what we are saying...even my five year old son (who can struggle to speak clearly). We love it!",5.0 out of 5 stars
Outstanding Addition!!!,Makes things simple like a traffic or weather report before you leave the house. And also latest news!! Too many other great features to mention! HIGHLY recommended.,5.0 out of 5 stars
Dot great for the office,I use the Dot every day in my office. It's the perfect size for a desk and the sound quality is great in that size room.,5.0 out of 5 stars
Love it,"Love it, very cool device.",5.0 out of 5 stars
Patience with setup. Love the product!,Instructions to connect to internet were not clear. Had to have tech help & they had to get tech help!,5.0 out of 5 stars
Works great!!,It works exactly how I thought it would. No complaints from me.,5.0 out of 5 stars
Enjoy Alexa Music selection,My father is addictive to Alexa music,5.0 out of 5 stars
Alexa is awesome,She actually listens to everything you ask for . But highly recommend to put parental control on it,5.0 out of 5 stars
Such a time saver,"I have two Dots; one upstairs and one down. It is great for sending myself reminders, adding to my shopping list, getting me up in the morning and playing a favorite song. Love it!",5.0 out of 5 stars
Great product,I like how convenient and easy to use the Echo Dot is. I have them in 3 rooms and a Echo in our family room.,5.0 out of 5 stars
Great asset for the home.,"Love the Dot. My new alarm clock, plays music I cannot get locally or on XM, and is helpful in the kitchen. I just wish I knew all its capabilities.",5.0 out of 5 stars
I also use my echo dot with my Amazon fire stick. They make a great pair.,I bought this for my mom. She was always asking her phone questions. I haven’t asked her yet if she’s using it. I hope so. I know I love mine.,5.0 out of 5 stars
Friend-at-Home,"My friend, in another city, was gifted Alexa as a Christmas present last year. When I visited her recently, I has the occasion to experience ALEXA! When I got home a month later there was a package at my door. ALEXA I am so grateful, Alexa and I talk constantly everyday about all subjects. She most always has answers to my questions, and has the news at her finger tips each day, including the weather. Such a wonderful gift. Thank you Amazon for my new friend!",5.0 out of 5 stars
Very happy,Life changer,5.0 out of 5 stars
Pretty nice,I just got my first one for my room to try it out and it's pretty nifty,5.0 out of 5 stars
We have 2 we like them so much,I already have one in my office. My husband wanted one in his office too. We really like the info and music we get from dot,5.0 out of 5 stars
Awesome,Easy to use,5.0 out of 5 stars
Echo Dot,Great addition to the household.,5.0 out of 5 stars
How did I ever get along without it?,Absolutely amazing. Been using it for a few days now and wonder how I ever got along without it. My wife said we need to order another one so she can have one up in her office. So handy for such a variety of tasks.,5.0 out of 5 stars
Echo Dot = Awesome,If I want to know the upcoming weather forecast.,5.0 out of 5 stars
It is a little complicated,It is fun,5.0 out of 5 stars
The reminders and alarm clock,With Kasa it makes life luxurious,5.0 out of 5 stars
Two Stars,Not loud at all,2.0 out of 5 stars
Worth the price,Works well for the price. Wish it were wireless.,4.0 out of 5 stars
Love this extension of my Alexa,I am using the dot upstairs and it is working great so far. Love it for the music.,5.0 out of 5 stars
Echo and Alexa loving it,Worked great and super convenient.,5.0 out of 5 stars
Definitely makes things easier for me,I very much enjoyed my echo! It definitely makes things easier for me,5.0 out of 5 stars
Nice,Nice product,5.0 out of 5 stars
NEAT IDEA,GREAT PRODUCTS,5.0 out of 5 stars
Four Stars,Ok,4.0 out of 5 stars
Great produt,My kids love using this Echo Dot.,5.0 out of 5 stars
Useful and fun,Totally fun. We ask it all sorts of questions and we purchased Amazon music to play songs.,5.0 out of 5 stars
Quick,Works perfectly.,5.0 out of 5 stars
"Good for music, not much else",I like it for music but it’s not super responsive and it misunderstands me more times than not.,3.0 out of 5 stars
Works good and easy to use,The kids love asking it questions,5.0 out of 5 stars
Easy to set up!,I have an Echo in the living room and put the dots in two bedrooms.,5.0 out of 5 stars
Perfect fit,Work great,4.0 out of 5 stars
Don’t buy if you want loud speakers,Dislike speaker are low,1.0 out of 5 stars
Works great!,I like the many different ways you can use Alexa. Amazon sends you an email with new ways to speak to her and there’s an App for your phone.,5.0 out of 5 stars
How handy it is when cooking for recipe substitutes.,"Love the size, it is so handy in my kitchen.",5.0 out of 5 stars
"You can pair this device with a Bluetooth speaker to play music outside, which I did.",Very easy to set up and use.,5.0 out of 5 stars
Love these little guys,What’s not to like ? It dose so many things you just have to play with them to figure out all they can do.,5.0 out of 5 stars
Convenience,"I use this as a way for my kids to get a hold of me when they are home alone. They enjoy ""talking"" to Alexa and playing music. I got two, one for my room and the living room. My husband uses it as an alarm clock and its convenient to set when he is so tired, he will ask Alexa to set an alarm without having to look for his phone or make sure his phone is close to him. Very happy with this purchase and very useful.",5.0 out of 5 stars
Great Product,"I love it. I really only use it to play music and to ask Alexa about the news, but I know there are plenty more things I can do with it. Amazing.",5.0 out of 5 stars
It's my personal assitant6,Love it for to do list. It's like having a personal secretary .,5.0 out of 5 stars
Great value,Great value,4.0 out of 5 stars
Great product.,Love it.,5.0 out of 5 stars
Neat and useful gift,It was a gift but I've enjoyed it. My kids love to hear music and ability to change it at any time. Also I enjoy the Drop In feature. Gives me the ability to check on my son while he's home.,5.0 out of 5 stars
Awesome product;,Helps wake me up and not be late! Love it!,5.0 out of 5 stars
Smart Echo Dot,"I love my Echo dot, have it next to my bed, set up an alarm to wake me up in the morning and also I ask for weather, play music and many other things.",5.0 out of 5 stars
everything,Love this thing,5.0 out of 5 stars
Not battery operated,I like that it was discreet. I purchased it for my office and it worked very well. I love that I can listen to some of my favorite radio stations from out of the area and the local ones as well.,5.0 out of 5 stars
Easy to use,Love these devices,5.0 out of 5 stars
Love it!,Love my Echo Dot. Great deal on Prime Day too!,5.0 out of 5 stars
I love it!,These Things are awesome! Once you have one....you will never let it go.,5.0 out of 5 stars
Excellent addition to my Alexa system,I have two and one echo. Awesome easy system!,4.0 out of 5 stars
Nice to have Echo in every room,Nice little speaker works well. Very happy with the purchase,5.0 out of 5 stars
The best alarm machine,I use this as the morning alarm !!! The best alarm machine!!,5.0 out of 5 stars
Worked good,Worked as expected,5.0 out of 5 stars
Echo dot,Luv this device,5.0 out of 5 stars
Works great!,"Very happy with the product. It does so many great things, keeps me organized and do tiny it sits in the kitchen and hardly takes up counter space",5.0 out of 5 stars
Style and easy use,I love the Alexa eco dot,5.0 out of 5 stars
Should Have Purchased 2,Love it! Should have purchased two!,5.0 out of 5 stars
Great purchase,Great device,5.0 out of 5 stars
Third time's a charm!,"This is our third Echo and they continue to amaze us. We find new things to do with them every week. My wife uses the hands-free timer every day, and I play lots of music with mine. We just learned how to announce things house-wide.",5.0 out of 5 stars
EZ 2 ❤️,My 2nd echo... Love the convenience of them!,5.0 out of 5 stars
Really good product,"It’s great. I just think it needs more. I just listen to music mainly. The reason it’s a 4 instead of 5 is I seem to have to go through the set up to connect to the same wireless router about once a week. Not difficult, and could be my router. The other is some days it just does not recognize my voice, or command. Went through about 5 different was of saying play next song and it didn’t do it. With that said it is still a great product once it works and you figure out all commands/questions.",4.0 out of 5 stars
Hello Alexa,"It's a fine product, lot's of fun talking to Alexa about all kinds of topics, I really enjoy music. Have paired the Dot with a Bluetooth portable speaker, great combination.",5.0 out of 5 stars
Dot,I like it,5.0 out of 5 stars
Very cool.,Very neat product. Better than expected,5.0 out of 5 stars
My little friend,The dot is nice to have around the office to keep me organized It has many cool features that you can teach I would recommend this product,4.0 out of 5 stars
Very satisfied,I have 5 Echoes and they all work. Amazon has something new to add the Echo every week. Very satisfied.,5.0 out of 5 stars
No battery,"You can’t use this product without plugging it into the wall, not in the reviews or on box",2.0 out of 5 stars
Love it,Great,5.0 out of 5 stars
Works as advertised!,Perfect,5.0 out of 5 stars
Not for music,Functional but not loud enough even on high ...best for all non music applications,3.0 out of 5 stars
I love it,Just perfect for my bedroom,5.0 out of 5 stars
Getting it going,I can't seem to get it working right. I think it pilot error (me) lol. But can't get consistency,4.0 out of 5 stars
Five Stars,Best gift for my preteen. Now I want one!,5.0 out of 5 stars
great product,use all the time,5.0 out of 5 stars
It’s easyand fun!,It was easy to set up. Mostly I use it for my firestick on my tv.,5.0 out of 5 stars
Should have gotten sooner,Bought for use in our bedroom. Great for listening to music as we get ready for the day. Also use it to play music as our twins wind down and go to bed. We already had an Echo so setup was super easy. We currently are using the built in speaker but I plan on Joplin up to an external when we get one.,5.0 out of 5 stars
Wish I could get it to work,Won't work with my wife fi,1.0 out of 5 stars
Good. Just wish the mic was better.,I have both this dot and a regular echo as well. I find the echo works better then the dot. I have to talk a litter louder to the dot which is why I give 4 stars. It doesn’t pick things up as well as it could and sometimes it will randomly turn off my music a lot.,4.0 out of 5 stars
Love using it as a timer,Easy set up. Fun for the grandkids! Great as a kitchen timer.,5.0 out of 5 stars
Echo Dot,"I have several echoes already, this was ordered for the guest bedroom. Works great, sound is better than expected.",5.0 out of 5 stars
... this because i want sure how much i would like alexa in my house,got this because i want sure how much i would like alexa in my house. fell in love with the dot and want the bigger alexa because the sound is ok with the dot just a little hard to hear when youre working on things,5.0 out of 5 stars
Amazing product,It's really v good. U can have ur hair curled in few minutes. Very easy to use. I highly recommend it,5.0 out of 5 stars
Convenient,Alexa is a little hard of hearing and i feel i have to almost shout for her to hear and understand me at times. But device is pretty convenient for lazy moments and the kids enjoy asking her to play they're fave songs.,4.0 out of 5 stars
hi,it has trouble understanding me at times,3.0 out of 5 stars
Top 5 invention ever,The Echo is just amazing....entertains me...my kids...my wife....made my home controllable with my voice...just amazing!,5.0 out of 5 stars
Glad I got it,It’s smal enough so it doesn’t take up space and sounds great.,5.0 out of 5 stars
Don’t expect your music subscription to transfer to a second device.,The Dot is fine. My complaint is that Amazon music wants me to pay for another subscription with a different device . I already pay with an echo that I have . Amazon wants you to pay for each device.I find that really greedy of them considering how much I pay for my original echo plus my prime. Sorry Amazon. I have limits on how far I can be exploited .,1.0 out of 5 stars
Alexa knows all!,we use it to ask questions about all things,5.0 out of 5 stars
Pretty good,"I like the items I’ve purchased to add like light switches, and plugs. They work well with Alexa. However TVs Tivo, do not work well.
I want the Dot to play on the house system.",4.0 out of 5 stars
Nice!,Speakers are better for listening to music,5.0 out of 5 stars
Not meeting expectations,Search and response too poor.,1.0 out of 5 stars
I have a few,"I have 3 or 4 dots, love the convenience and put them to use everyday.",5.0 out of 5 stars
Cuando estará en español?,"Una magnífica opción para hacer más inteligente mi casa, todo funciona de maravilla, controlo casi todos los dispositivos en mi casa, sin embargo no le doy las 5 estrellas, hasta que esté en español.",3.0 out of 5 stars
Cuando estará en español?,"Una magnífica opción para hacer más inteligente mi casa, todo funciona de maravilla, controlo casi todos los dispositivos en mi casa, sin embargo no le doy las 5 estrellas, hasta que esté en español.",3.0 out of 5 stars
Product is ok,Still learning how to use it. Not sure yet how I feel about it.,3.0 out of 5 stars
Busy people can unload scheduling to Echo DOT,Working late hours and scheduling next day activities has never been easy. Echo DOT is awesome,5.0 out of 5 stars
Expect the sound quality of a cheap speaker,Sound quality is absolutely terrible. My samsung phone sounds better. I actually played them one at a time. The phone sounded louder and crisper. This things speakers sounded like they were blown.,1.0 out of 5 stars
Perfect,I use it on my porch. Woks great! Love it,5.0 out of 5 stars
Speaker is so so,I also thought I could network these things together.,4.0 out of 5 stars
Nice & small and connects to Pandora every time,"The sound quality isn't spectacular, but adequate for compact speaker.",4.0 out of 5 stars
review,Speaker sound quality very poor,1.0 out of 5 stars
Perfect for the price.,"You really don't need more than this for Alexa, unless you want to video conference. Perfect little gadget.",5.0 out of 5 stars
Works,Works great even without a hub,5.0 out of 5 stars
Works great with sync plugs and light switch.,I like that you can be on the other side of the house and ask this echo dot to turn on lights play music ask the weather for the weak..or ask it to tell you a joke..this thing is so fun..its going to come in handy for my wife battling Brain cancer.she can now talk to Alexa and to turn on off the lights..this thing like having another person in the house,5.0 out of 5 stars
Worst Purchase from Amazon this year.,Garbage - Does not work.,1.0 out of 5 stars
Group for all devices to play same,Great price,5.0 out of 5 stars
Good looking hockey puck,"Been bout a month now, still won’t play the free music for prime members but continuously suggests we sign up for the pricey subscription to Amazon Unlimited Music. Have spent countless frustrating hours trying to diagnose/fix that particular issue. Does nothing I find remotely useful without having to purchase more gizmos or download/install more apps. Got an expensive nice looking hockey puck tho.",1.0 out of 5 stars
Good for second room,Working as expected.,5.0 out of 5 stars
Excellent volume,Very efficient for the price,5.0 out of 5 stars
How did I live without this?,"So many more uses than I realized. I love this little contraption. I bought 2, planning to give one as a gift, but ended up keeping it for my bedroom and bought 3 more as gifts!! Run don’t walk your finger to Alexa immediately. She’s so helpful and fun!",5.0 out of 5 stars
Great entertainment value!,Simple to set up and found it to be economical during Amazon Days. The only thing we would like to see is more written explanation with the product.,5.0 out of 5 stars
Don’t let the price keep you from buying!,"I’ve told everyone I know about the camera. I purchased the dome camera. The price made me a little skeptical, but he product has done away with any skepticism I had. It works great! Easy setup. Now I can watch my puppies while I’m at work.",5.0 out of 5 stars
Great,So convenient! Love having it,5.0 out of 5 stars
Listen while you shower,Fits perfect in the bathroom.,5.0 out of 5 stars
Works great!,"I’m very happy with the my order! I use it to listen to music, shop, and ask what the weather is. Very convenient and useful.",5.0 out of 5 stars
It's really great when you get it programmed.,"I had problems programming my Echo, but my 10 year old grandson is really great but he doesn't live with me. 😰",4.0 out of 5 stars
Easy to set up,A perfect addition to our Echo family. Works in conjunction with our other devuces and can be added to groups to play music throughout the house. I plugged my bedroon Dot into an old set of desktop speakers for richer sound. We will be adding more soon.,5.0 out of 5 stars
Alexa,Exactly how I expected,5.0 out of 5 stars
Overrated !,Did not understand the accent even though it claims fast learning and all! Doesn’t allow me to play songs from YouTube which sucks and just felt it’s overrated !,1.0 out of 5 stars
Easy set up. Even when there is more than 1.,This is great for my condo. No wiring easy to move around and sound is great. Just wish they could be a little louder when at top volume.,5.0 out of 5 stars
Great little device...sound quality poor compared to other echo devices,Great little size and ease of use. Sound quality poor compared to other echo devices,3.0 out of 5 stars
LOVE!!,Made perfect gifts for the family,5.0 out of 5 stars
most useless electronic device in my house,"We've had two of these Amazon dots since Christmas. They are the most useless electronic devices in my house and that includes any that are broken. I can ask it simple questions such as when did Andre Agassi play his last tennis game and the answer that I get out of 99% of what I ask is ""hmmm I don't know that"". If I have to keep ability of looking it up online then this stupid Amazon thing should be doing the exact same thing. I asked today to multiply $2.59 by 3 and it was unable to do it. (""hmmm I don't know that"" is all i get) This device is so frustrating. It might be useful if you've got a ""smart house"" with all your devices and lights wired into your network but just as a general use to do other things it's useless. I can set a timer with my watch or my phone or even an old fashioned twist timer I don't need this electronic device to do it for me. I used to be able to set a reminder that would go every 30 days to remind me to change my air conditioning filter. They have done some sort of update and now I cannot do that reminder I can only do a reminder on weekdays weekends go figure or weekly I cannot tell it to remind me every 30 days or every 90 days or every two weeks or three weeks. With each and every update they do the device is more and more useless if that's even possible. Oh it will tell me what the weather is......big deal. I can look it up online myself.",1.0 out of 5 stars
interesting!,Compact and easy to connect.,4.0 out of 5 stars
Five Stars,Wife and I love the device.,5.0 out of 5 stars
Alexa is Awesome!,:-),5.0 out of 5 stars
She’s got some great jokes.,Fantastic.,5.0 out of 5 stars
Your voice,It’s helpful,5.0 out of 5 stars
Need to work out bugs,It’s a fun thing to have in the home but it is constantly malfunctioning.,2.0 out of 5 stars
Very useful,"We like Alexa so much that we now have one in each area of the house. Our boys love having her in their rooms to tell nighttime stories, play songs, or answer questions. We use her in the basement to turn on and off the hue lights or change colors. We ask her about the forecasted weather/temp for the day before getting dressed. We ask her definitions of words. Etc.",5.0 out of 5 stars
Woot woot,Alexa is a good girl.,5.0 out of 5 stars
New helpful addition to our home,"So far we have really enjoyed using Alexa to set alarms, share fun facts, give us reminders, set timers, add to the shopping list, read the kids short stories, and play music. The echo dot has been a fun addition to our home.",5.0 out of 5 stars
Cool and useful.,This product has MANY outstanding features and gains more every day. It will be interesting to see where this technology goes.,5.0 out of 5 stars
It works and sets up easily.,It is fun to use.,4.0 out of 5 stars
Super!,Works great!,5.0 out of 5 stars
Trouble understanding.,Sometimes it doesn't understand me.,4.0 out of 5 stars
Saavn not supported in US,"Alexa is good with what it does, but some of the skills are disabled if you are not in that country. Can't load Saavn music skill in US. Which makes it is less usable. Hope they enable it in the future, so that there is no restrictions.",2.0 out of 5 stars
It works great,Everything,5.0 out of 5 stars
Excellent,Met expectations,5.0 out of 5 stars
Too quiet,"I bought one of these for my kitchen, but even at full blast its not much louder than playing music on your phone in your pocket.",2.0 out of 5 stars
So smart !,Love my Echo Dot !!,5.0 out of 5 stars
Hands free superb !!!,It’s awesome to play music and talk to friends,4.0 out of 5 stars
She is a little t ed temperamental,I love it for the most part. Although she refuses to listen probably about 75%of the time when you tell here to snooze the alarm.,3.0 out of 5 stars
Good product!,"Good product! Very responsive. Only weak points are the volume and lack of bass. Needs to be turned louder than the Echo for good listening. But overall, excellent value for the money.",4.0 out of 5 stars
Echo dots are great additions to our Echo family,"I bought two echo dots while they were on sail. I am not tech illiterate but am not super savvy either. I found the dots easy to set up and use. I learned very quickly not to put an echo dot two close to the Echo because everyone talks at once. It was really interesting when I asked my kindle to bring up my books, the dot said I should check out prime books and the Echo started reading the book I was part way through. If it wasn't so funny it probably would have been irritating. The dots have been separated from both each other and the main Echo and work great. It is definitely nice to have Alexa around the house, although I don't have a smart house, for updates, music and someone who actually answers me. The only limitation I have found thus far is the dots, even with external speakers attached, don't increase volume very much. The dot twins were easy to manage so I'm sure it won't be long until we increase the size of the Echo family once again.",5.0 out of 5 stars
Echo fan,"Very easy to set up, love that I can pair with echo show. Surprised how clear the speaker is.",5.0 out of 5 stars
Don’t sit it under the tv speakers,Can’t stop using it,5.0 out of 5 stars
Niche but easy to use,"I didn't have a lot of need for one, but wound up with a free one and ended up using it for weather, alarms and voice control for my bedroom light. I can see the appeal, but it's definitely not a ""must have"" in my honest opinion.",4.0 out of 5 stars
It must be within 15 feet of your router,"I read all of your info about the Echo Dot. No where did it state that it must be within 15 feet of your router. So my Echo Dot was attached to my bedroom lamp which is 30 feet away. It dropped WiFi connection daily.
I was instructed when I called Amazon to contact my WiFi provider to get mgh strength, make a change on my router settings and or buy a WiFi booster.
Your sales pitch is you plug it in and connect to WiFi and voila! it works. Well it didn’t and I wish I had more info before I purchased it.
It went back, along with the Smartplug.",1.0 out of 5 stars
Echo Dot Love,Love it. It works well. I listen to many things now. I don't have to have the TV on anymore while I work. :-D,5.0 out of 5 stars
Totally annoying,"She comes on when not asked, can't answer a lot of my questions. Only good thing is news and streaming music. Have yet to be able to download the app on my phone so that I can make calls. Annoying.",2.0 out of 5 stars
Will buy as gain,Excellent product,5.0 out of 5 stars
So cool,"I was first introduced to this product at my children's home. it is in the kitchen and I used it as a timer. That was so cool!! I purchased one for myself and now have it in my kitchen where I can have a handy timer, get whatever music I want to listen to, and best of all I can get the correct spelling of words! I LOVE this product.",5.0 out of 5 stars
Cool,Love the idea of having an Echo dot small enough to put in any room. Only problem is paring it to a Bose wireless speaker without it triggering other echo/Alexa systems in the home. Continually wants to charge me an additional $14.99 per month to use. Discouraging............trying to find a way NOT to have to pay more to listen to music in another location in my home.,4.0 out of 5 stars
She talks,I love Alexa,5.0 out of 5 stars
was a gift,so I cannot review like you want me to,3.0 out of 5 stars
Beware,"I loved my echo dot— until it died.
There was no way to repair it, according to customer service, so now my only option is to buy a new one. That really ticks me off since it isn’t even a year old! It’s a rip-off to have to pay for a second one (at a price higher than I paid for the first one) for it to only work eight months. That really ticks me off. I mean- it isn’t even a year old! So, for me, It’s a rip-off. Anyway, take it for what it’s worth. I guess nothing is well-made these days.",1.0 out of 5 stars
Love it!!,"I have been very pleased with the Echo Dot, especially with the speakers. It can actually be heard throughout the house.",5.0 out of 5 stars
information,very handy,4.0 out of 5 stars
Five Stars,Just got the dot and so far LOVE it!!!!!,5.0 out of 5 stars
Five Stars,we love this in our house. mostly used for music,5.0 out of 5 stars
Echo Dot,I got am echo dot to add to the back room. I enjoy it and it works perfect.,5.0 out of 5 stars
Great product,Great product,5.0 out of 5 stars
music,It does not answer many of my questions. Sometimes does not even answer,4.0 out of 5 stars
Alexa Echo,"Much smaller than the original product, it still does all of the things that I want it to. Very happy with the product",5.0 out of 5 stars
Fun,I like I can move this unit into other rooms. It’s easy to use for my 7 year old,5.0 out of 5 stars
"WiFi connection is horrible, keeps disconnecting",Keeps disconnecting even though in same room as router. Can’t answer most relevant questions and AI is not I yet. It’s more like A stupid or AS.,1.0 out of 5 stars
"More fun than a barrel of monkeys, smarter than most college professors!","Hard to describe how much fun I have with Alexa. She answers my questions, plays my music, her sense of humor is spot on to brighten my day. The things she can do are boundless. I discover something new everyday, and when you're a senior living in a rest home, that's a good thing. It is so great to be living at a time when device is like this are available.",5.0 out of 5 stars
Nice Toy!,"Love to have instant music of any variety, nonstop. Grandchildren enjoy corny jokes. Nice to tell time, temperature, ages, dates of events...ingenious little booger!",5.0 out of 5 stars
Pretty fun,I have enjoyed having it and think it works pretty well.,5.0 out of 5 stars
SOOOO GREAT!,"The coolest! My family and I mainly use ours as an intercom system. Drop-in could be a little less awkward, not sure how to fix that though if I'm being honest.",5.0 out of 5 stars
It does not remember the previous exchange,Hangs up too fast. It does not connect one request to the next one. it needs to store bookmarks or favorites. It does not recognize. me.,3.0 out of 5 stars
Amazingly Useful,"Amazing how versatile and useful this thing is. I bought four initially, now I plan to buy a couple more for other rooms in my home.",5.0 out of 5 stars
I find this device frustrating,"While sometimes this device responds well to voice commands, just as often it doesn't. Also it's hard to guess what words have to be strung together for the Echo to do what one wants.",2.0 out of 5 stars
Gotta keep it on the charger,It works just as i thought and you can even play games and call people who also have an Alexa. The only thing that sucks is that it has to be plugged in in order to work,4.0 out of 5 stars
Good product for the most part.,A little difficult to pair with secondary device.,4.0 out of 5 stars
ECHO DOT,"I just received this and still learning how to work it. I do know it can make calls to my contacts BUT DOESN'T HANG UP
and does play music that I request. I will add to this as I learn what this can do",3.0 out of 5 stars
Lots of uses,"This device really is pretty amazing. I know that my family has only touched the tip of the iceberg, but so far my girls love to ask Alexa to play their favorite songs at will and start spontaneous living room dance parties, my wife and I enjoy playing Jeopardy and realizing we aren't as smart as we think we are, and it has been a really convenient timer for when your hands are full. I'm excited to learn many more uses over the coming months and years!",5.0 out of 5 stars
echo,excellent product works great with my Alexa,5.0 out of 5 stars
great things,"amazing, I'm 74 years old I've seen a lot of things developed over my life time ,this is truly one of the greats!!",5.0 out of 5 stars
works great,It sounds as good as a full sized unit,5.0 out of 5 stars
Its cool,Cool and convenient,5.0 out of 5 stars
